id_cliente,edad,nivel_ingreso,visitas_mes,compras_mes,gasto_publicidad_dirigida,satisfaccion,miembro_premium,abandono,tipo_dispositivo,region,ingreso_anual
CL-104465,24.0,48205.8,15,1,33.83,4.7,0,0,móvil,oeste,27.07
CL-104466,48.0,39265.2,11,1,3.48,3.9,0,0,móvil,norte,30.51
CL-104467,43.0,39526.49,9,0,3.02,4.3,0,0,escritorio,este,0.0
CL-104468,39.0,42034.6,7,2,13.74,2.1,0,0,móvil,sur,42.02
CL-104469,43.0,35341.36,10,2,15.0,3.1,0,0,móvil,oeste,55.71
CL-104470,42.0,19726.87,9,1,11.92,3.4,0,0,móvil,norte,21.87
CL-104471,53.0,28610.27,9,0,20.21,3.6,0,0,móvil,oeste,0.0
CL-104472,54.0,13489.47,10,4,19.5,4.2,0,0,escritorio,este,123.08
CL-104473,45.0,34150.73,12,1,25.34,4.2,0,1,escritorio,norte,35.09
CL-104474,48.0,28307.86,8,1,13.29,2.0,0,0,escritorio,norte,26.89
CL-104475,44.0,29594.78,7,0,25.06,3.2,0,0,escritorio,norte,0.0
CL-104476,32.0,42040.01,9,0,30.71,3.3,0,0,móvil,norte,0.0
CL-104477,47.0,25430.06,12,2,27.33,3.9,0,0,tablet,oeste,64.32
CL-104478,21.0,27478.77,15,2,38.97,4.3,0,0,tablet,oeste,47.09
CL-104479,51.0,30219.73,5,2,13.54,4.2,0,0,escritorio,este,63.87
CL-104480,24.0,11600.08,8,3,11.62,4.2,0,0,escritorio,norte,79.62
CL-104481,41.0,27339.36,5,0,12.7,3.4,1,0,escritorio,norte,0.0
CL-104482,28.0,8000.0,9,5,25.81,4.0,0,0,móvil,norte,166.57
CL-104483,45.0,24144.78,10,4,24.21,2.4,1,0,móvil,sur,114.2
CL-104484,38.0,38551.89,9,2,18.14,4.0,1,0,móvil,oeste,62.95
CL-104485,19.0,34472.67,14,1,29.53,4.7,0,0,móvil,norte,33.74
CL-104486,43.0,24051.8,13,1,27.08,2.5,1,0,móvil,sur,29.45
CL-104487,31.0,30407.98,10,0,6.06,3.6,0,0,móvil,este,0.0
CL-104488,49.0,19250.1,12,0,35.47,4.5,0,0,escritorio,sur,0.0
CL-104489,38.0,29976.57,18,3,33.56,4.1,0,0,móvil,este,104.38
CL-104490,43.0,59303.2,7,2,12.56,4.5,0,0,móvil,norte,73.6
CL-104491,27.0,48458.01,9,2,26.73,3.8,0,1,móvil,este,61.03
CL-104492,31.0,30526.22,7,1,0.0,4.6,0,1,escritorio,norte,26.56
CL-104493,32.0,31601.44,10,1,18.52,4.0,0,0,tablet,norte,31.24
CL-104494,48.0,20204.35,12,2,28.61,3.5,0,0,móvil,sur,58.48
CL-104495,58.0,21982.11,6,1,8.58,3.8,0,0,móvil,norte,27.23
CL-104496,28.0,33621.84,10,0,16.44,4.2,0,0,móvil,este,0.0
CL-104497,51.0,24751.07,7,1,22.46,3.5,0,0,móvil,oeste,29.13
CL-104498,18.0,39041.5,11,0,16.73,3.4,0,0,móvil,oeste,0.0
CL-104499,24.0,45696.86,9,0,15.64,3.6,0,0,móvil,sur,0.0
CL-104500,26.0,33326.21,6,1,13.73,2.4,0,0,escritorio,este,27.91
CL-104501,22.0,31017.37,9,1,10.84,2.7,1,0,móvil,sur,30.43
CL-104502,19.0,13192.2,8,1,14.87,2.7,0,0,móvil,oeste,24.71
CL-104503,43.0,37476.1,7,1,10.67,4.0,0,0,móvil,oeste,36.52
CL-104504,35.0,18563.29,7,0,20.11,4.8,0,0,móvil,norte,0.0
CL-104505,43.0,25819.91,7,3,4.73,3.1,0,0,móvil,norte,83.12
CL-104506,46.0,39595.76,12,2,37.35,3.6,1,0,escritorio,este,69.96
CL-104507,41.0,40297.58,10,2,21.56,3.8,0,0,móvil,oeste,66.59
CL-104508,46.0,25334.92,11,2,10.78,2.1,0,0,escritorio,oeste,41.6
CL-104509,37.0,25910.84,14,1,23.61,3.8,0,0,móvil,este,28.34
CL-104510,24.0,23006.81,9,3,28.59,4.5,1,0,tablet,oeste,161.45
CL-104511,51.0,18021.46,9,3,33.52,3.0,0,0,tablet,norte,84.96
CL-104512,31.0,23652.05,6,0,0.0,3.5,0,0,escritorio,oeste,0.0
CL-104513,27.0,13868.7,11,0,15.71,4.1,0,0,móvil,sur,0.0
CL-104514,36.0,36830.63,7,3,6.05,3.0,0,0,móvil,norte,84.17
CL-104515,27.0,33945.24,11,1,22.25,3.6,0,0,móvil,norte,33.19
CL-104516,33.0,35605.29,11,2,18.27,4.2,0,1,móvil,oeste,62.8
CL-104517,42.0,20455.96,6,0,18.17,2.2,0,0,escritorio,norte,0.0
CL-104518,42.0,18049.29,10,2,26.88,3.8,0,1,móvil,norte,57.48
CL-104519,27.0,30535.14,11,2,32.93,3.2,0,0,móvil,sur,48.93
CL-104520,32.0,30641.03,9,3,33.17,4.3,0,0,móvil,norte,102.84
CL-104521,51.0,28527.3,7,1,29.37,4.9,0,0,móvil,sur,27.82
CL-104522,44.0,27105.17,10,0,18.91,2.6,0,0,móvil,sur,0.0
CL-104523,63.0,47107.76,14,1,32.44,2.6,0,0,escritorio,norte,26.87
CL-104524,52.0,34260.25,7,0,0.0,3.1,0,0,móvil,este,0.0
CL-104525,52.0,49706.78,9,1,7.51,4.0,0,0,móvil,sur,24.17
CL-104526,21.0,42689.65,5,0,1.55,3.6,1,0,móvil,norte,0.0
CL-104527,47.0,47032.71,9,0,23.04,4.7,0,0,tablet,oeste,0.0
CL-104528,37.0,19255.37,12,2,43.93,2.6,0,0,móvil,sur,57.65
CL-104529,31.0,35931.71,8,0,8.45,3.0,0,0,móvil,norte,0.0
CL-104530,40.0,25682.35,11,2,11.12,4.9,0,0,escritorio,este,62.04
CL-104531,49.0,13366.13,9,1,8.69,3.5,1,0,móvil,este,43.05
CL-104532,44.0,44960.03,10,1,30.67,5.0,1,0,móvil,este,44.38
CL-104533,27.0,27063.07,8,2,28.29,4.1,0,0,escritorio,sur,71.37
CL-104534,47.0,19448.98,5,1,19.03,3.7,0,0,escritorio,sur,34.33
CL-104535,30.0,25854.36,11,1,18.81,4.0,0,0,móvil,norte,25.03
CL-104536,41.0,22037.76,14,1,22.88,2.3,0,0,móvil,sur,25.25
CL-104537,34.0,23063.02,14,2,35.05,4.5,0,0,escritorio,oeste,26.12
CL-104538,35.0,27783.97,8,2,21.61,3.8,0,0,móvil,norte,70.85
CL-104539,47.0,47308.15,12,1,13.17,2.2,0,0,escritorio,este,33.1
CL-104540,26.0,23336.83,10,0,22.14,3.6,0,1,móvil,sur,0.0
CL-104541,61.0,46592.71,8,1,8.45,3.4,0,0,móvil,norte,37.25
CL-104542,18.0,38488.37,9,1,21.9,4.4,0,0,móvil,norte,24.51
CL-104543,31.0,33962.72,11,1,42.23,3.1,0,0,escritorio,este,27.46
CL-104544,42.0,37481.2,10,1,7.44,3.9,0,0,móvil,norte,26.36
CL-104545,45.0,30136.56,9,0,13.77,3.1,0,0,móvil,norte,0.0
CL-104546,37.0,42860.5,8,0,22.04,2.1,0,0,móvil,oeste,0.0
CL-104547,37.0,35669.8,13,3,24.54,2.6,0,0,tablet,sur,46.91
CL-104548,43.0,13353.34,15,2,16.19,3.5,0,1,escritorio,sur,51.1
CL-104549,35.0,32962.52,14,0,33.0,3.3,0,0,móvil,sur,0.0
CL-104550,55.0,37839.73,17,5,45.16,3.9,0,0,móvil,este,112.59
CL-104551,48.0,27109.99,7,0,28.02,3.3,0,0,móvil,oeste,0.0
CL-104552,48.0,31262.56,4,0,11.25,2.8,0,0,móvil,sur,0.0
CL-104553,26.0,23871.42,13,4,31.38,3.4,0,0,escritorio,este,91.57
CL-104554,37.0,16223.74,15,1,17.48,2.4,0,0,tablet,oeste,30.08
CL-104555,34.0,14496.23,16,5,35.12,3.5,0,0,móvil,sur,125.93
CL-104556,26.0,14629.32,14,2,28.72,2.0,0,0,móvil,oeste,59.65
CL-104557,42.0,36690.45,6,0,21.74,3.8,0,0,móvil,este,0.0
CL-104558,32.0,8000.0,9,1,24.21,3.9,0,0,móvil,sur,29.41
CL-104559,46.0,23335.2,16,2,35.45,4.5,0,1,escritorio,norte,65.43
CL-104560,25.0,22343.47,10,2,22.75,3.2,0,0,móvil,oeste,62.02
CL-104561,59.0,27178.4,8,0,22.16,4.0,0,0,tablet,sur,0.0
CL-104562,27.0,11435.68,5,1,2.67,2.4,0,0,escritorio,oeste,33.42
CL-104563,41.0,34038.88,10,3,36.48,3.8,0,0,móvil,sur,99.56
CL-104564,48.0,17268.39,9,1,11.35,3.1,0,0,móvil,este,33.96
CL-104565,31.0,41324.06,6,0,9.73,3.2,0,0,móvil,sur,0.0
CL-104566,48.0,23782.34,12,0,13.78,4.7,0,0,móvil,este,0.0
CL-104567,23.0,29043.87,12,1,34.83,3.0,1,0,tablet,norte,26.47
CL-104568,55.0,30037.74,9,0,16.5,3.9,0,0,móvil,norte,0.0
CL-104569,38.0,32442.41,8,0,1.55,3.6,0,1,escritorio,norte,0.0
CL-104570,31.0,30370.14,17,2,50.22,4.2,0,0,tablet,este,63.53
CL-104571,34.0,25728.89,11,1,17.68,2.8,0,0,escritorio,norte,31.35
CL-104572,48.0,33430.49,12,3,4.68,2.6,0,0,móvil,norte,98.76
CL-104573,31.0,34661.47,3,0,7.79,2.7,1,0,móvil,norte,0.0
CL-104574,29.0,22348.65,7,0,10.27,2.5,0,0,móvil,norte,0.0
CL-104575,35.0,34263.68,13,0,23.16,3.3,0,1,escritorio,oeste,0.0
CL-104576,24.0,41917.2,9,1,7.51,3.5,0,0,móvil,oeste,33.08
CL-104577,60.0,37058.94,11,2,20.14,4.0,0,0,escritorio,sur,62.78
CL-104578,31.0,39323.75,7,1,3.69,4.0,1,0,escritorio,norte,42.92
CL-104579,48.0,31719.21,9,1,29.88,2.5,1,0,móvil,oeste,30.95
CL-104580,41.0,20638.5,10,3,24.96,4.0,1,0,tablet,este,104.63
CL-104581,26.0,21903.56,8,0,13.87,3.1,1,0,móvil,norte,0.0
CL-104582,38.0,33198.88,12,0,24.78,4.0,0,1,móvil,oeste,0.0
CL-104583,47.0,39427.64,11,2,20.9,1.9,1,0,escritorio,sur,65.28
CL-104584,36.0,57859.12,11,2,28.55,3.4,0,0,móvil,sur,71.31
CL-104585,52.0,39818.22,9,1,23.4,3.8,0,1,escritorio,norte,34.38
CL-104586,50.0,18295.64,5,0,8.46,3.3,0,1,móvil,sur,0.0
CL-104587,49.0,22327.27,11,0,31.02,3.7,0,0,escritorio,este,0.0
CL-104588,32.0,52785.17,11,0,27.84,4.3,0,0,escritorio,norte,0.0
CL-104589,25.0,27856.11,14,2,24.6,3.4,0,0,tablet,este,57.76
CL-104590,31.0,30475.15,11,2,23.26,4.2,0,1,escritorio,este,63.58
CL-104591,40.0,20395.83,14,2,12.39,4.1,0,0,móvil,sur,61.57
CL-104592,45.0,45651.03,13,3,18.34,3.1,0,1,móvil,sur,85.2
CL-104593,18.0,35003.33,8,0,19.11,1.8,0,0,móvil,sur,0.0
CL-104594,38.0,22253.99,8,1,3.71,3.6,0,0,móvil,norte,27.58
CL-104595,40.0,20061.75,13,1,41.92,4.5,0,0,móvil,este,30.68
CL-104596,35.0,33072.04,12,2,22.47,4.4,1,0,móvil,norte,81.02
CL-104597,53.0,30442.06,5,1,13.24,3.8,0,0,móvil,sur,28.43
CL-104598,43.0,38321.1,8,1,1.86,3.2,0,1,móvil,sur,27.84
CL-104599,54.0,35469.68,12,1,17.83,4.1,0,0,móvil,norte,31.93
CL-104600,35.0,27355.2,12,1,28.13,2.7,0,0,escritorio,norte,27.7
CL-104601,49.0,24561.98,15,4,26.35,3.9,0,0,móvil,oeste,114.95
CL-104602,58.0,28400.58,13,3,21.46,4.3,0,0,escritorio,este,124.5
CL-104603,54.0,24493.19,18,1,45.36,3.5,0,0,móvil,norte,26.88
CL-104604,25.0,28698.04,14,2,21.16,2.8,1,0,móvil,oeste,46.48
CL-104605,35.0,30164.41,13,0,37.54,3.6,0,0,escritorio,sur,0.0
CL-104606,34.0,21020.69,9,1,16.13,3.8,0,0,móvil,oeste,25.41
CL-104607,44.0,36306.8,8,1,20.48,2.9,1,0,escritorio,norte,21.67
CL-104608,46.0,26295.72,6,0,14.99,3.3,0,0,escritorio,oeste,0.0
CL-104609,28.0,21581.16,14,1,48.67,4.2,0,1,escritorio,oeste,35.44
CL-104610,39.0,26483.93,11,2,22.77,4.3,0,0,escritorio,norte,72.56
CL-104611,18.0,32422.58,14,1,18.35,3.7,0,0,escritorio,norte,31.15
CL-104612,55.0,30830.38,12,2,31.14,3.0,0,0,móvil,norte,59.18
CL-104613,32.0,34221.18,16,1,36.59,2.1,0,1,escritorio,este,27.85
CL-104614,39.0,38983.46,7,2,16.97,3.8,0,0,móvil,norte,53.68
CL-104615,34.0,43049.4,9,0,9.55,2.5,0,0,escritorio,sur,0.0
CL-104616,52.0,32854.86,17,1,18.71,3.7,0,0,móvil,norte,26.03
CL-104617,18.0,19305.98,10,0,17.21,3.2,1,0,móvil,norte,0.0
CL-104618,38.0,27308.89,8,2,29.35,4.1,0,0,móvil,oeste,64.47
CL-104619,37.0,19956.82,14,1,26.16,2.8,0,0,escritorio,este,22.09
CL-104620,33.0,46968.54,10,1,17.1,2.6,0,0,móvil,sur,29.19
CL-104621,59.0,49874.01,18,1,20.31,3.9,0,0,tablet,norte,30.11
CL-104622,27.0,36503.11,12,0,12.27,3.6,0,0,escritorio,sur,0.0
CL-104623,47.0,38584.59,9,1,33.12,4.1,0,0,móvil,norte,32.94
CL-104624,42.0,32509.43,11,1,38.49,4.5,0,1,móvil,oeste,28.91
CL-104625,53.0,33660.56,9,3,20.88,3.3,0,0,móvil,sur,89.26
CL-104626,30.0,14025.46,12,1,11.92,4.1,0,0,escritorio,sur,28.95
CL-104627,29.0,29260.68,14,0,27.02,2.5,0,0,escritorio,oeste,0.0
CL-104628,51.0,21188.47,14,0,26.88,2.7,0,1,escritorio,este,0.0
CL-104629,43.0,32813.57,9,0,16.52,3.6,0,1,escritorio,oeste,0.0
CL-104630,19.0,29403.9,7,0,17.48,3.3,1,0,escritorio,este,0.0
CL-104631,32.0,49468.22,5,0,25.95,2.0,0,0,escritorio,este,0.0
CL-104632,43.0,39166.28,8,1,8.43,4.8,0,0,móvil,este,27.98
CL-104633,48.0,32845.12,8,2,6.99,2.1,0,1,móvil,norte,61.34
CL-104634,30.0,27330.6,7,0,13.53,3.3,0,0,escritorio,oeste,0.0
CL-104635,18.0,46760.21,13,2,21.21,4.2,0,0,móvil,sur,59.92
CL-104636,44.0,29700.45,6,0,9.81,3.4,0,1,móvil,oeste,0.0
CL-104637,23.0,33316.74,9,2,9.23,4.0,0,0,móvil,norte,70.51
CL-104638,18.0,30422.5,6,1,12.8,3.0,0,0,móvil,norte,36.91
CL-104639,18.0,25958.46,14,0,38.75,3.7,1,0,móvil,oeste,0.0
CL-104640,48.0,30365.06,6,2,12.76,4.6,0,0,móvil,oeste,62.64
CL-104641,40.0,10380.33,8,0,5.01,3.3,0,0,móvil,este,0.0
CL-104642,35.0,14522.94,6,0,21.25,3.9,0,0,móvil,sur,0.0
CL-104643,55.0,33496.31,7,3,14.79,3.4,0,0,móvil,sur,81.27
CL-104644,46.0,45682.0,15,1,42.01,3.7,0,1,escritorio,oeste,31.76
CL-104645,57.0,33482.21,6,1,3.54,3.9,1,0,móvil,norte,42.07
CL-104646,21.0,22796.31,13,4,17.92,2.7,0,0,móvil,este,108.96
CL-104647,38.0,15571.46,9,1,8.35,2.8,1,0,tablet,este,40.72
CL-104648,19.0,37845.27,7,1,21.31,3.2,0,0,móvil,norte,29.87
CL-104649,35.0,24328.05,18,2,41.35,4.1,0,0,móvil,norte,56.85
CL-104650,35.0,36432.35,10,1,31.43,4.3,0,0,escritorio,norte,26.48
CL-104651,46.0,33898.65,8,3,12.42,4.8,1,0,escritorio,norte,118.89
CL-104652,39.0,34783.0,10,1,20.98,3.3,0,0,móvil,este,23.08
CL-104653,45.0,30336.02,9,1,28.47,3.2,1,0,móvil,este,41.27
CL-104654,46.0,33836.44,10,2,8.1,3.7,0,0,móvil,norte,60.06
CL-104655,64.0,28805.46,7,1,28.21,2.8,0,1,móvil,este,34.66
CL-104656,34.0,23646.93,9,2,14.94,4.3,0,0,móvil,norte,53.83
CL-104657,27.0,20365.01,15,0,30.97,2.9,0,0,móvil,oeste,0.0
CL-104658,41.0,8000.0,13,1,32.36,2.8,0,1,móvil,sur,26.19
CL-104659,28.0,28188.9,6,1,3.65,2.6,0,1,móvil,norte,35.3
CL-104660,56.0,45193.78,11,0,26.59,3.1,0,1,tablet,oeste,0.0
CL-104661,35.0,37300.8,7,2,8.14,3.4,0,0,móvil,sur,64.99
CL-104662,31.0,32277.09,4,1,0.19,3.1,0,0,escritorio,oeste,33.39
CL-104663,32.0,22659.95,5,0,11.98,2.9,0,1,tablet,este,0.0
CL-104664,47.0,39973.39,15,1,2.63,4.6,0,0,móvil,oeste,27.17
CL-104665,36.0,28806.91,15,2,11.07,3.4,0,0,móvil,este,62.66
CL-104666,30.0,45749.34,8,0,23.67,3.8,0,0,tablet,oeste,0.0
CL-104667,58.0,20189.13,10,2,14.84,3.9,0,0,móvil,sur,66.56
CL-104668,28.0,22500.3,12,1,17.71,3.2,0,0,escritorio,oeste,25.56
CL-104669,38.0,21527.3,9,2,11.75,2.7,0,1,tablet,norte,52.27
CL-104670,46.0,15178.82,11,1,28.13,3.2,0,0,tablet,sur,23.29
CL-104671,18.0,20629.55,4,0,13.15,3.9,1,0,escritorio,norte,0.0
CL-104672,44.0,31032.16,10,0,21.28,2.9,0,0,escritorio,norte,0.0
CL-104673,25.0,22877.99,8,3,9.31,4.0,0,1,móvil,norte,86.12
CL-104674,48.0,8000.0,9,1,24.98,1.7,0,0,móvil,oeste,23.16
CL-104675,26.0,40742.73,9,0,6.84,3.6,0,0,móvil,oeste,0.0
CL-104676,46.0,13159.06,8,0,0.0,4.0,0,0,móvil,este,0.0
CL-104677,51.0,35892.28,10,1,37.85,4.4,0,0,móvil,norte,36.27
CL-104678,48.0,30312.15,13,0,20.82,2.5,0,0,móvil,este,0.0
CL-104679,41.0,51173.73,11,1,24.84,3.8,0,0,escritorio,oeste,32.42
CL-104680,35.0,39969.57,9,2,18.67,4.8,0,0,móvil,sur,54.44
CL-104681,31.0,24953.95,10,1,21.56,5.0,0,0,móvil,norte,42.0
CL-104682,56.0,22979.36,19,0,43.48,3.6,0,0,tablet,oeste,0.0
CL-104683,30.0,45027.28,3,0,0.2,2.9,0,1,móvil,norte,0.0
CL-104684,26.0,15241.29,3,0,24.8,4.7,0,0,móvil,sur,0.0
CL-104685,46.0,31908.8,12,3,0.0,4.1,0,0,móvil,este,97.81
CL-104686,28.0,28688.8,6,0,9.49,5.0,0,0,escritorio,norte,0.0
CL-104687,27.0,26567.74,6,0,10.4,4.9,0,1,móvil,sur,0.0
CL-104688,21.0,33535.14,8,3,9.5,2.4,0,0,escritorio,oeste,74.71
CL-104689,32.0,31895.6,4,0,0.0,3.9,0,1,tablet,oeste,0.0
CL-104690,37.0,34574.01,11,1,24.57,3.8,0,0,escritorio,sur,28.75
CL-104691,41.0,31389.76,8,2,0.0,4.3,0,1,móvil,norte,64.79
CL-104692,49.0,34176.81,14,2,49.18,3.6,0,1,escritorio,sur,60.39
CL-104693,44.0,30933.65,12,1,26.52,5.0,1,0,escritorio,norte,44.18
CL-104694,36.0,23405.73,11,2,25.84,3.5,0,0,escritorio,norte,62.07
CL-104695,36.0,30040.01,13,1,23.53,3.5,1,0,tablet,norte,27.77
CL-104696,44.0,22856.13,9,1,12.59,4.4,1,0,móvil,sur,39.86
CL-104697,53.0,22196.23,13,3,28.98,3.5,0,0,móvil,este,83.17
CL-104698,40.0,26638.5,12,3,24.89,3.6,0,0,móvil,oeste,87.75
CL-104699,32.0,28805.77,10,1,11.84,2.9,1,0,móvil,norte,33.43
CL-104700,26.0,30352.25,13,1,28.84,3.0,0,0,escritorio,oeste,24.61
CL-104701,21.0,39163.79,9,0,27.34,2.7,0,0,móvil,este,0.0
CL-104702,46.0,25015.36,2,0,0.0,3.3,0,0,tablet,este,0.0
CL-104703,45.0,31968.52,6,0,19.57,3.0,0,0,escritorio,norte,0.0
CL-104704,45.0,31180.28,14,2,45.23,2.8,0,1,móvil,oeste,52.23
CL-104705,36.0,23913.72,20,3,48.26,3.4,0,0,móvil,sur,92.12
CL-104706,55.0,30737.41,12,2,20.66,4.3,0,0,móvil,norte,54.47
CL-104707,32.0,40027.21,6,0,0.0,2.8,1,0,escritorio,este,0.0
CL-104708,49.0,31865.06,8,1,26.77,3.9,0,0,móvil,norte,35.58
CL-104709,38.0,32265.84,11,0,28.27,4.2,1,0,móvil,norte,0.0
CL-104710,31.0,22946.72,6,0,19.41,2.6,0,0,móvil,norte,0.0
CL-104711,45.0,49688.59,14,1,21.99,2.8,0,0,escritorio,sur,30.37
CL-104712,43.0,23516.44,8,2,10.28,4.9,0,0,escritorio,norte,61.04
CL-104713,42.0,13322.17,11,2,20.68,3.8,1,0,móvil,este,65.26
CL-104714,39.0,38601.84,12,3,17.29,4.0,0,0,móvil,oeste,107.96
CL-104715,38.0,28851.83,5,0,27.6,3.2,0,0,móvil,oeste,0.0
CL-104716,67.0,26969.58,8,0,21.24,3.3,0,0,tablet,norte,0.0
CL-104717,52.0,24544.46,7,0,29.94,2.2,0,0,escritorio,norte,0.0
CL-104718,47.0,48717.15,8,0,10.34,3.3,0,0,escritorio,sur,0.0
CL-104719,39.0,33545.9,12,2,18.87,4.3,0,0,tablet,este,61.9
CL-104720,50.0,35497.51,12,0,44.02,3.3,1,0,escritorio,oeste,0.0
CL-104721,44.0,31626.16,9,0,5.5,5.0,0,0,móvil,oeste,0.0
CL-104722,38.0,32700.5,6,2,20.3,3.3,0,0,móvil,norte,59.05
CL-104723,34.0,43986.25,7,0,15.76,2.4,0,0,escritorio,norte,0.0
CL-104724,37.0,27491.45,8,1,12.99,4.1,0,0,móvil,norte,33.47
CL-104725,18.0,15430.62,9,1,30.71,4.4,0,0,escritorio,oeste,21.68
CL-104726,41.0,38680.55,6,2,24.24,3.0,0,0,móvil,oeste,63.45
CL-104727,32.0,34967.02,13,2,24.89,4.4,0,1,móvil,oeste,54.84
CL-104728,57.0,31079.8,13,1,20.39,3.3,0,0,móvil,norte,25.22
CL-104729,38.0,34707.53,11,2,26.19,4.6,0,0,móvil,sur,64.42
CL-104730,24.0,26292.56,15,2,20.59,4.3,0,0,móvil,este,47.72
CL-104731,37.0,30206.93,10,2,4.68,3.7,1,0,escritorio,oeste,55.94
CL-104732,25.0,28683.0,7,3,5.05,4.3,0,0,escritorio,sur,61.99
CL-104733,44.0,24085.12,15,1,45.3,4.3,0,0,móvil,sur,32.72
CL-104734,41.0,41891.73,6,0,8.98,5.0,0,0,móvil,sur,0.0
CL-104735,49.0,15877.41,8,1,10.01,3.6,1,0,móvil,oeste,29.2
CL-104736,29.0,53608.82,6,1,11.43,2.4,0,0,escritorio,norte,31.47
CL-104737,38.0,38773.62,10,2,15.47,3.1,0,0,móvil,norte,48.14
CL-104738,22.0,12220.24,7,0,0.12,4.1,0,0,escritorio,oeste,0.0
CL-104739,46.0,27758.34,11,1,13.28,3.2,0,0,móvil,oeste,27.27
CL-104740,44.0,28314.54,12,1,25.35,3.1,0,0,móvil,este,27.12
CL-104741,44.0,33918.87,11,1,12.81,3.6,0,0,móvil,norte,32.1
CL-104742,38.0,20106.22,14,0,33.09,5.0,0,0,móvil,norte,0.0
CL-104743,43.0,30320.25,9,0,44.48,2.9,0,0,móvil,sur,0.0
CL-104744,57.0,28788.81,7,0,14.12,2.3,0,0,escritorio,este,0.0
CL-104745,35.0,22623.82,14,2,18.84,4.9,0,0,móvil,norte,63.94
CL-104746,40.0,21232.48,11,1,30.77,4.0,0,1,móvil,este,27.57
CL-104747,25.0,39188.05,11,0,29.72,2.4,0,0,escritorio,norte,0.0
CL-104748,28.0,13034.17,10,2,37.71,3.3,0,0,móvil,este,54.95
CL-104749,39.0,34778.79,8,2,16.94,4.0,0,0,móvil,este,58.58
CL-104750,51.0,37975.1,7,0,9.54,3.5,0,1,móvil,este,0.0
CL-104751,35.0,27814.42,8,1,16.67,3.2,0,1,escritorio,oeste,28.23
CL-104752,35.0,30523.73,7,0,7.24,3.7,1,1,móvil,oeste,0.0
CL-104753,33.0,41634.95,13,3,34.78,5.0,0,0,móvil,oeste,108.54
CL-104754,32.0,22951.48,8,3,24.1,3.4,1,0,móvil,sur,92.8
CL-104755,42.0,23983.48,11,0,4.13,3.2,1,0,móvil,norte,0.0
CL-104756,20.0,25045.16,14,3,33.68,3.5,0,1,móvil,oeste,76.0
CL-104757,53.0,41653.26,9,0,27.31,3.2,1,0,móvil,norte,0.0
CL-104758,30.0,42922.94,12,4,19.43,2.4,1,0,tablet,norte,101.15
CL-104759,47.0,16041.1,10,1,19.57,3.5,0,0,móvil,sur,33.23
CL-104760,23.0,40062.41,15,2,14.05,3.5,0,1,móvil,sur,63.91
CL-104761,46.0,38189.08,13,2,21.67,3.1,1,0,móvil,este,64.14
CL-104762,46.0,45535.95,13,1,22.12,3.0,0,1,móvil,norte,31.57
CL-104763,43.0,33851.08,13,1,23.37,3.3,1,0,móvil,norte,33.65
CL-104764,26.0,29557.4,10,0,26.62,4.7,0,0,escritorio,este,0.0
CL-104765,41.0,41452.17,10,1,26.4,5.0,0,1,escritorio,norte,31.22
CL-104766,24.0,36989.04,13,2,27.43,4.2,0,0,escritorio,sur,60.7
CL-104767,35.0,52448.98,10,2,35.36,3.4,0,0,escritorio,oeste,46.39
CL-104768,50.0,39587.08,11,1,38.35,2.9,0,0,móvil,sur,28.23
CL-104769,48.0,31535.48,8,2,12.91,3.4,0,0,escritorio,sur,46.62
CL-104770,38.0,18258.96,6,0,0.0,4.9,1,0,escritorio,sur,0.0
CL-104771,26.0,24190.83,11,2,20.14,4.1,0,0,móvil,sur,60.65
CL-104772,46.0,15640.45,10,0,23.92,4.1,0,0,móvil,este,0.0
CL-104773,38.0,27849.38,9,0,9.15,3.2,0,0,tablet,sur,0.0
CL-104774,18.0,39260.68,12,2,21.6,3.9,0,0,escritorio,sur,66.73
CL-104775,47.0,29963.29,18,1,38.87,4.1,1,0,móvil,oeste,41.56
CL-104776,38.0,40217.25,11,1,15.06,3.4,0,0,móvil,norte,24.69
CL-104777,52.0,33375.74,7,2,16.5,2.5,0,0,móvil,norte,69.55
CL-104778,25.0,25969.08,9,1,23.87,3.5,0,0,móvil,oeste,39.66
CL-104779,18.0,30876.25,10,1,24.48,2.4,1,0,móvil,oeste,38.29
CL-104780,41.0,34720.97,12,1,23.16,4.1,0,1,escritorio,oeste,34.25
CL-104781,41.0,31392.23,11,2,30.05,3.3,0,1,móvil,este,53.87
CL-104782,18.0,31506.84,12,1,40.09,4.1,1,0,móvil,norte,40.92
CL-104783,26.0,22309.5,15,3,41.18,3.6,0,0,móvil,sur,82.12
CL-104784,71.0,25670.24,10,0,26.9,4.7,0,0,móvil,norte,0.0
CL-104785,34.0,52584.61,6,1,4.6,4.1,0,0,móvil,oeste,31.08
CL-104786,47.0,42284.66,11,1,17.89,4.6,0,0,móvil,este,37.46
CL-104787,30.0,15261.59,11,1,25.26,4.1,1,0,móvil,oeste,42.13
CL-104788,18.0,8000.0,7,1,18.69,3.0,0,1,tablet,sur,25.19
CL-104789,36.0,30761.92,10,1,32.44,2.8,0,0,móvil,sur,24.84
CL-104790,35.0,38934.73,7,1,16.56,4.3,0,0,escritorio,este,37.62
CL-104791,33.0,24800.58,3,0,9.83,3.8,0,0,escritorio,este,0.0
CL-104792,37.0,40216.59,10,3,34.7,2.8,0,0,móvil,norte,82.39
